"DSC_LIN0"|"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP"|"DSC_OPR_REG0"|"DSC_SLS_TYP_LV1"|"QTY_REGISTRATION"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"4"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Centro oeste"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Porto alegre"|"Dealer"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Parana"|"Dealer"|"9"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Parana"|"Dealer"|"22"
"Montana 1.2"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"5"
"Montana 1.2"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"11"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"23"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"13"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista a"|"Dealer"|"10"
"Cruze"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"27"
"S-10 crew cab"|"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Use Company"|"4"
"Tracker"|"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"591"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"53"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Recife"|"Dealer"|"49"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"10"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"14"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Parana"|"Dealer"|"17"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"46"
"Onix"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"27"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"26"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"5"
"Spin"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Recife"|"Dealer"|"23"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Recife"|"Dealer"|"45"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"20"
"S-10 crew cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"10"
"S-10 crew cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"12"
"Spin"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"35"
"Onix"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Belem"|"Dealer"|"27"
"Onix"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Belem"|"Dealer"|"30"
"Onix"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"11"
"Cruze"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"59"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"27"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"12"
"Tracker"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Recife"|"Dealer"|"29"
"Tracker"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"8"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Recife"|"Dealer"|"62"
"Montana 1.2"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Fleet/Government"|"5"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"14"
"Tracker"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"7"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"12"
"Tracker"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"19"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"18"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"9"
"S-10 crew cab"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Belem"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"11"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"233"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"33"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"28"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"19"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Recife"|"Dealer"|"40"
"Onix"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Parana"|"Dealer"|"16"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"20"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"31"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"9"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"30"
"Onix"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"6"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Porto alegre"|"Dealer"|"17"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"10"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"5"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"17"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Recife"|"Dealer"|"40"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Recife"|"Dealer"|"5"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"13"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"22"
"S-10 crew cab"|"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"1"
"S-10 reg cab"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"23"
"Onix"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"62"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"8"
"Onix"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"17"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"31"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"19"
"Equinox"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"3"
"Equinox"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Belem"|"Dealer"|"30"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"31"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"14"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"9"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"16"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"41"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"44"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belem"|"Dealer"|"50"
"Montana 1.2"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"7"
"Montana 1.2"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"10"
"S-10 crew cab"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"7"
"S-10 crew cab"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"8"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"11"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"42"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"31"
"Montana 1.2"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"7"
"Montana 1.2"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"9"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"5"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"29"
"Montana 1.2"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"17"
"Spin"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"13"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"12"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"18"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"10"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"10"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"11"
"Onix"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"87"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"6"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"14"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"6"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior mg"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"5"
"Onix"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"6"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"10"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"15"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"31"
"Spin"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"86"
"Tracker"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"5"
"Onix"|"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"9"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Belo horizonte"|"Dealer"|"9"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Parana"|"Dealer"|"20"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"22"
"Tracker"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"5"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"19"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"7"
"Montana 1.2"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"7"
"Spin"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"15"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"8"
"Onix"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Brasilia"|"Fleet/Government"|"18"
"Montana 1.2"|"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Parana"|"Dealer"|"12"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"6"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"9"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"12"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"9"
"Spin"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Recife"|"Dealer"|"5"
"Onix"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Brasilia"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"222"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"5"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"7"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Belem"|"Dealer"|"14"
